C1,C2,C3,C4,C5,C6,C7
P1,0.4009795591060644,0.0,-0.7379544584234069,0.9546047228133644,,N
P1,0.3774357837901785,0.0,-5.871564966646647,2.024977044049955,,N
P1,0.388355346534038,0.0,2.893091543733912,2.241324904725737,,N
P1,0.3973144817082484,0.0,2.3069426632511143,2.409590005819164,,N
P1,0.4018759052888528,0.0,1.1480637607249111,1.455819945649488,,N
P1,0.3991779569220479,0.0,-0.6713386722863478,1.6035017811991756,,N
P1,0.4122361571364704,0.0,3.2712728716562043,2.18728665072698,,N
P1,0.4037324656180862,0.0,-2.0628203934011218,1.465012450472311,,N
P1,0.4076249904460017,0.0,0.96413470785817,0.7295240172754951,,N
P1,0.3990845645164157,0.0,-2.095167403804536,0.5630556222082383,,N
P1,0.4108904651793522,0.0,2.9582453726924087,1.1300646567104031,,N
P1,0.4028171400089304,0.0,-1.964836338292209,1.1612889547567993,,N
P1,0.4052749876593242,0.0,0.6101646147279784,0.4170892251154656,,N
P1,0.4098417503577055,0.0,1.1268306304212867,1.753745234084527,,N
P1,0.4093492849983932,0.0,-0.1201598809497901,1.3194834074968549,,N
P1,0.3880763752211653,0.0,-5.19676241215649,1.5349424517989367,,N
P1,0.3985155927415967,0.0,2.689990472747045,1.908445776773152,,N
P1,0.3917812918157907,0.0,-1.689846281666747,1.849517053288808,,N
P1,0.3986419727556038,0.0,1.7511507269823663,0.5319356696998212,,N
P1,0.4102128476654053,0.0,2.902573161029207,2.5339614981374146,,N
P1,0.4118734222010605,0.0,0.4048080271268536,2.538644228805276,,N
P1,0.4148016666382837,0.0,0.7109573668469718,2.2691878523478275,,N
P1,0.4097943616251124,0.0,-1.2071564354483997,1.0820732158846516,,N
P1,0.41521020913212,0.0,1.3216012747296155,1.0442771760525145,,N
P1,0.4102530861152156,0.0,-1.1938827388820337,0.9532412499462144,,N
P1,0.4088836609303458,0.0,-0.3338000934587209,0.3247902786241257,,N
P1,0.4148669638505007,0.0,1.4633264891389703,1.4325114005638362,,N
P1,0.4132767511281835,0.0,-0.383306664757772,1.336795399101193,,N
P1,0.4077939948535182,0.0,-1.3266549012733395,0.5304688810375626,,N
P1,0.4110271774532797,0.0,0.7928470356516396,0.8340463189043301,,N
P1,0.4108993524683945,0.0,-0.0310989131369086,1.1765253940984852,,N
P1,0.4126662751832306,0.0,0.4300135067679491,1.1489394115600708,,N
P1,0.4112902592400622,0.0,-0.3334452137038498,1.0892136008930826,,N
P1,0.3757130941984808,0.0,-8.650135577564376,3.3627070821102008,,N
P1,0.4255404275823837,0.0,13.262069955320808,2.908740719863196,,N
P1,0.4046769248543362,0.0,-4.90282506096518,3.1644631355874475,,N
P1,0.4160050513915019,0.0,2.79930132938597,2.1762312329947244,,N
P1,0.4040364144736495,0.0,-2.877041246931569,1.7048094622621006,,N
P1,0.409486528565577,0.0,1.3489165571938748,0.8314754280748411,,N
P1,0.4071170858638453,0.0,-0.5786375219794988,1.3174884053539064,,N
P1,0.4051742404721792,0.0,-0.477220303231359,0.6304960790722147,,N
P1,0.4090683277781329,0.0,0.961089555302353,1.2427080335587115,,N
P1,0.4028911287382904,0.0,-1.5100653412583136,0.6254188223355539,,N
P1,0.4131268144547761,0.0,2.5405587232809586,1.4264224328497137,,N
P1,0.4125568930119111,0.0,-0.1379531472962375,1.9990466762999568,,N
P1,0.4077222062071476,0.0,-1.1718836569345286,0.8174638604599818,,N
P1,0.4067070783922547,0.0,-0.2489753561220662,0.7582166686251357,,N
P1,0.4057326960822769,0.0,-0.2395783997243216,0.974033709936859,,N
P1,0.4071462665871337,0.0,0.348399455726903,0.9184270183292588,,N
P1,0.4198309756697189,0.0,3.1155164921230014,2.40396058330503,,N
P1,0.4089550057986285,0.0,-2.5905591777121595,1.4828183372353394,,N
P1,0.3862524004015876,0.0,-5.551369973502615,2.543643509087208,,N
P1,0.4068340980983563,0.0,5.328561757899736,2.446508802280828,,N
P1,0.4160596689705337,0.0,2.2676493723854407,3.3029213216144138,,N
P1,0.4128574628889213,0.0,-0.7696506824455404,2.2924218908231904,,N
P1,0.4120695349211051,0.0,-0.1908474567233942,1.481522807519752,,N
P1,0.4164628730316471,0.0,1.0661642606952582,1.3224083937175388,,N
P1,0.4109070807424712,0.0,-1.3340426359575452,0.7459985300841798,,N
P1,0.4055636663605662,0.0,-1.30039481730272,0.6283538263594062,,N
P1,0.4153213910586619,0.0,2.40596619161162,1.4498625963032616,,N
P1,0.3985817597552837,0.0,-4.03052471261077,0.7180392076257458,,N
P1,0.3965267337060626,0.0,-0.5155845692695173,1.6265286162699564,,N
P1,0.4185435691429355,0.0,5.55242145494119,3.0280224416094983,,N
P1,0.4194719705975183,0.0,0.2218171590794954,3.1812129953895742,,N
P1,0.452938358337931,0.0,7.978217875378276,4.794381786920641,,N
P1,0.3960133820530921,0.0,-12.56793010283488,2.7501766103090004,,N
P1,0.4141154360184226,0.0,4.571071278319495,3.0211128630339643,,N
P1,0.4097154480891763,0.0,-1.0625027580596014,4.239317337273688,,N
P1,0.4156496696842497,0.0,1.4483763360032575,1.9447424786532927,,N
P1,0.4197295164932001,0.0,0.9815590162864164,2.131715322938912,,N
P1,0.4133033637383591,0.0,-1.5310223613842866,0.8009339853721249,,N
P1,0.4041935818634241,0.0,-2.2041393015862267,0.9978474866352116,,N
P1,0.4110581624614393,0.0,1.6983398317132918,1.2744664679468132,,N
P1,0.412354856201066,0.0,0.3154526191286628,1.5735251602215423,,N
P1,0.4131719620645401,0.0,0.1981559938451726,1.2887850952741824,,N
P1,0.4078694863831568,0.0,-1.283358061105554,0.6992124795856833,,N
P1,0.4204449888438974,0.0,3.083217274294213,1.6639146890994505,,N
P1,0.4147145518128552,0.0,-1.3629457320443268,1.5614443303123475,,N
P1,0.4184151906336644,0.0,0.8923339691439323,0.8095367792576433,,N
P1,0.4150431748352506,0.0,-0.8059018587033173,0.8311296932060994,,N
P1,0.385170651260284,0.0,-7.197449659743077,3.3102371525728174,,N
P1,0.4109141204175463,0.0,6.683652836224481,2.528918059870098,,N
P1,0.4233910354524068,0.0,3.0363802105856674,3.8782545106911694,,N
P1,0.417901296301601,0.0,-1.2966120420900975,3.0489263914263267,,N
P1,0.4153056860853329,0.0,-0.6211060456713259,1.7006868613374475,,N
P1,0.4143664256998765,0.0,-0.2261612149618996,0.7043905952137635,,N
P1,0.4198042612543705,0.0,1.3123253278325704,1.0047562860902777,,N
P1,0.4143956545097427,0.0,-1.2883639457272131,0.7056963568014134,,N
P1,0.4089513150496892,0.0,-1.3138022565643144,0.6369372097226029,,N
P1,0.4137693170533431,0.0,1.178135838264389,0.868149620209854,,N
P1,0.4171998275774414,0.0,0.829087702425276,1.4994275490511195,,N
P1,0.4251247432451103,0.0,1.8995491234228417,1.9228203525160728,,N
P1,0.4163577594428,0.0,-2.062214430378529,1.1059836185299945,,N
P1,0.4204506736785349,0.0,0.9830282114142336,0.5705486738806052,,N
P1,0.4137700649875125,0.0,-1.5889161581247098,0.4537486507302151,,N
P1,0.4173382230690666,0.0,0.8623528823096052,0.5456957750572412,,N
P1,0.4220789512117505,0.0,1.1359439132656042,1.3879480199093888,,N
P1,0.4195186970291316,0.0,-0.6065818196497705,0.8089323800984242,,N
P1,0.4303662381248395,0.0,2.5857109998972567,1.3125382129751482,,N
P1,0.4142073604222959,0.0,-3.7546806117854254,0.4638136100863889,,N
P1,0.4210923585299821,0.0,1.6622104688498962,0.6373065601704021,,N
P1,0.4118757414789675,0.0,-2.188740038691153,0.9459538172073012,,N
P1,0.4179262898611061,0.0,1.469022759245853,0.7484747854414165,,N
P1,0.4227160195797694,0.0,1.146070451862476,1.6142129074055809,,N
P1,0.4216789701551545,0.0,-0.2453300505729135,1.0368912141365954,,N
P1,0.4196619699753731,0.0,-0.4783260068765722,0.581324899444166,,N
P1,0.4268754431797297,0.0,1.7188770297150973,1.008840484464248,,N
P1,0.4184200767963899,0.0,-1.980757272041006,0.2063544836089591,,N
P1,0.4248713849478593,0.0,1.5418256697583728,0.3136604664690381,,N
P1,0.4219348267632412,0.0,-0.6911640295517923,0.7872414196194152,,N
P1,0.4246868218032671,0.0,0.6522322561370588,0.2769846608706432,,N
P1,0.4228727530237498,0.0,-0.427154478637823,0.5435578259035513,,N
P1,0.4254272101312425,0.0,0.6040722863383977,0.434196173361857,,N
P1,0.4240990200126264,0.0,-0.3122014969861431,0.5022416199939624,,N
P1,0.4324966148740009,0.0,1.9801023971063456,0.958068050185248,,N
P1,0.4248840541364355,0.0,-1.760143426737157,0.5779648213440166,,N
P1,0.4218033431133509,0.0,-0.7250709912722094,0.7792574445830656,,N
P1,0.4294078976311961,0.0,1.802867293965859,1.4270357425026292,,N
P1,0.4189369807406251,0.0,-2.4384546600873334,0.7894843726989593,,N
P1,0.4305950810463438,0.0,2.782781382800988,0.6780504418093511,,N
P1,0.4287229744919306,0.0,-0.4347719323369911,1.0809623592101734,,N
P1,0.4280893253387287,0.0,-0.1477992062246797,0.6099240868176172,,N
P1,0.4235279999487558,0.0,-1.0655078554840656,0.5402646236973789,,N
P1,0.4298848445177336,0.0,1.5009266376123835,0.378572595380857,,N
P1,0.4207247568616337,0.0,-2.1308235851803947,0.4567186255484805,,N
P1,0.4353637710561452,0.0,3.479475347186652,0.9483074270422884,,N
P1,0.4339237568174159,0.0,-0.3307611552601139,1.4859261750492176,,N
P1,0.4230138994372467,0.0,-2.5142337124352903,1.442848624465277,,N
P1,0.3669970538281799,0.0,-13.242317967231909,7.439847331728842,,N
P1,0.4209430642118567,0.0,14.69930339248259,5.321054432528545,,N
P1,0.4284062058882624,0.0,1.772957511576825,4.833063394876927,,N
P1,0.4167053829104973,0.0,-2.7312449765998426,4.269562890626535,,N
P1,0.4249221077639465,0.0,1.971830744316088,3.425589372118484,,N
P1,0.4258708325168793,0.0,0.2232702736803284,1.2398036653472124,,N
P1,0.4263580183971941,0.0,0.1143975691961746,0.5556436666415214,,N
P1,0.4261514574324549,0.0,-0.0484477729575072,0.5194590836766028,,N
P1,0.4156340507878774,0.0,-2.4679973425280552,1.0303111533077716,,N
P1,0.4109391449249157,0.0,-1.129576812598017,1.7045412385120402,,N
P1,0.4033541341541053,0.0,-1.8457747003382203,1.926635758157596,,N
P1,0.4206418626421995,0.0,4.285992636309322,1.960821176512299,,N
P1,0.4218427628247161,0.0,0.2854923128604665,2.430655930091328,,N
P1,0.4092913132656955,0.0,-2.9753857752529265,1.2667532136619764,,N
P1,0.4224267672145758,0.0,3.209316573096484,1.3730109722866328,,N
P1,0.4183475014592132,0.0,-0.9656740699129148,1.2351133520151931,,N
P1,0.4162765090043412,0.0,-0.4950411912700126,0.4854279592011756,,N
P1,0.4183544725238534,0.0,0.4991786647971771,0.8051430900156189,,N
P1,0.4177224598586638,0.0,-0.1510710908327984,0.6571544457157559,,N
P1,0.4213902501179603,0.0,0.8780447813453632,0.8894783555956691,,N
P1,0.4046752116116245,0.0,-3.966641017834823,0.9443525544436012,,N
P1,0.4155064981593111,0.0,2.676538180965142,1.009704521316349,,N
P1,0.4324871918104457,0.0,4.086745628855109,2.588706929324502,,N
P1,0.4244773717414592,0.0,-1.852036365621921,2.374870943368669,,N
P1,0.4171204815477029,0.0,-1.7331642823677371,1.6611953433534663,,N
P1,0.4287192504834502,0.0,2.7806759554723115,1.6338941930241029,,N
P1,0.421527920657742,0.0,-1.677398394776736,0.7487663431650691,,N
P1,0.4188571607085524,0.0,-0.633590283894395,0.7483877478768268,,N
P1,0.4241145385413579,0.0,1.2551720075435613,1.111242944972537,,N
P1,0.4184104272272527,0.0,-1.3449459510921615,0.5087481346176252,,N
P1,0.4452198424751901,0.0,6.407444342532195,2.0969049248594263,,N
P1,0.4306478114687309,0.0,-3.2729967571630167,2.533393945589528,,N
P1,0.435081117164382,0.0,1.0294504180878778,1.6587163045842213,,N
P1,0.4228263424375333,0.0,-2.81666435140154,0.7615478804185702,,N
P1,0.4306280247244351,0.0,1.8451268295930263,1.1029003140261255,,N
P1,0.4295275455388953,0.0,-0.2555521522882783,0.4663552372847263,,N
P1,0.4325704989181289,0.0,0.7084419639294117,0.5180831403409849,,N
P1,0.4311729192041027,0.0,-0.3230871540064661,0.5996280702130175,,N
P1,0.4296768069731982,0.0,-0.3469865949990942,0.6121798768421791,,N
P1,0.4311203778848047,0.0,0.3359666819755907,0.2268672850053577,,N
P1,0.4272026147325629,0.0,-0.9087399606261752,0.8207937182379865,,N
P1,0.4264083093633967,0.0,-0.1859317667480801,0.6089199411643365,,N
P1,0.4164115410251269,0.0,-2.344412179301664,1.3886368865942984,,N
P1,0.4396330940212626,0.0,5.576587272045489,2.0480212737621373,,N
P1,0.4266721478394119,0.0,-2.9481279635476727,1.229754628918297,,N
P1,0.4244347716105032,0.0,-0.5243783172251432,1.3244783490979928,,N
P1,0.4198828317305438,0.0,-1.072471009546934,1.2234217446880666,,N
P1,0.4229793428302942,0.0,0.737470281170619,1.2211576816971583,,N
P1,0.4330033943860285,0.0,2.3698678731353726,1.3219188838183338,,N
P1,0.4357872937898703,0.0,0.6429278476648354,1.884125114601089,,N
P1,0.4294695908210394,0.0,-1.4497217011281485,1.352848654418509,,N
P1,0.4364014288499476,0.0,1.6140462973539442,0.9073750328518048,,N
P1,0.4325268188915564,0.0,-0.8878545536851165,0.5899314073334562,,N
P1,0.4367474232607649,0.0,0.975801773407884,0.6711162764429386,,N
P1,0.4403565392359475,0.0,0.8263622824004011,1.256490781964397,,N
P1,0.4172980692474523,0.0,-5.23631828620133,4.376830532948965,,N
P1,0.4344695502111205,0.0,4.114919820893241,1.547029503427802,,N
P1,0.4356197569863079,0.0,0.2647381789192223,1.851151422040728,,N
P1,0.4328032039961735,0.0,-0.6465622701825525,1.159676112811918,,N
P1,0.4341770310603836,0.0,0.3174253451742519,0.7360590315354502,,N
P1,0.4332694588312694,0.0,-0.20903275949391,0.7040055918068053,,N
P1,0.428510570591756,0.0,-1.0983668805897986,1.4596689882665663,,N
P1,0.4365251312578773,0.0,1.870329745904164,0.3175769584238628,,N
P1,0.4366511610431614,0.0,0.0288711408025623,0.6024684795091747,,N
P1,0.385051167660468,0.0,-11.817211995823106,8.833383137975567,,N
P1,0.4271330401589154,0.0,10.928904008818506,3.731805735413981,,N
P1,0.4388039446722083,0.0,2.7323815804440628,3.922472917893759,,N
P1,0.4309973295237324,0.0,-1.7790667662086774,3.734116374617841,,N
P1,0.4272298819355721,0.0,-0.8741231859425772,2.351818157309273,,N
P1,0.4341440033736141,0.0,1.6183609177142524,1.424755667437962,,N
P1,0.448548918605002,0.0,3.318003961692715,1.828817875825817,,N
P1,0.4377005403682029,0.0,-2.418549635686972,1.8771625911938865,,N
P1,0.4253529962540782,0.0,-2.821002711976921,2.7656328725826183,,N
P1,0.4286897184708317,0.0,0.7844595538620297,1.9155330478723185,,N
P1,0.4306520793577633,0.0,0.4577578613108363,1.3115384860029078,,N
P1,0.4257019079774313,0.0,-1.1494595330212365,1.267500183064626,,N
P1,0.4409584408846797,0.0,3.58385354196187,1.604385936197836,,N
P1,0.4386071826917913,0.0,-0.5332153724444295,1.651486843866773,,N
P1,0.4442644589521185,0.0,1.289827545825339,1.4560557905145024,,N
P1,0.4463304215439191,0.0,0.4650299050870617,1.1390266726001157,,N
P1,0.4387284115786308,0.0,-1.7032246959532464,1.1317128875254328,,N
P1,0.4331034963227345,0.0,-1.2820950518469547,2.183481743504455,,N
P1,0.4299221846690939,0.0,-0.7345384372676589,1.5332469311152117,,N
P1,0.4419921166885637,0.0,2.807468990873305,1.2988328736228802,,N
P1,0.4431438926472248,0.0,0.2605874437965654,1.1825457245827664,,N
P1,0.4350517899636696,0.0,-1.826066615792685,1.0082160350705274,,N
P1,0.4266975569410625,0.0,-1.9202847144485555,2.2886963038490102,,N
P1,0.4317338646886083,0.0,1.180299175755876,1.6279544899765377,,N
P1,0.4425246855445248,0.0,2.499414972624283,1.501271161010556,,N
P1,0.4389134139187908,0.0,-0.8160610568629391,1.2282776508492326,,N
P1,0.4392671484148371,0.0,0.0805932297416088,0.8987885700294911,,N
P1,0.4467867243726363,0.0,1.7118457378237306,0.7623038867752269,,N
P1,0.4485503490835043,0.0,0.394735253905411,0.9157758317876163,,N
P1,0.4368006969399096,0.0,-2.6194722995093063,1.592464274664123,,N
P1,0.4388929200275672,0.0,0.4789880378660277,1.4516170303139713,,N
P1,0.4381994433895517,0.0,-0.1580058839800701,0.9552393859548418,,N
P1,0.4373573391526529,0.0,-0.1921737349515919,0.6537224189910764,,N
P1,0.4414718312014419,0.0,0.940762090962168,0.5833480750033364,,N
P1,0.4401582500781212,0.0,-0.2975458524150577,0.3395945624223864,,N
P1,0.4444174228967183,0.0,0.967645799628002,0.4658762354675708,,N
P1,0.442827822542524,0.0,-0.3576818262059291,0.4859264857436144,,N
P1,0.4411377991264406,0.0,-0.3816434582588,0.727863332341419,,N
P1,0.436427223460166,0.0,-1.0678240848103715,0.8610814797522601,,N
P1,0.4401147012789662,0.0,0.8449238774713375,0.6291301891332428,,N
P1,0.4397172703638946,0.0,-0.090301667705401,0.4278517851211046,,N
P1,0.4416498535125123,0.0,0.4395058549822987,0.248799809389929,,N
P1,0.4432607670046904,0.0,0.3647490153944961,0.4618899889295184,,N
P1,0.4379867457866838,0.0,-1.1898236005964336,0.626674499666773,,N
P1,0.4255703308413688,0.0,-2.8348837184589826,3.066766867866392,,N
P1,0.4343152680345009,0.0,2.054874731479296,1.5699112276283438,,N
P1,0.4379726152442215,0.0,0.8420950122872541,1.4925755390817566,,N
P1,0.4377523190856639,0.0,-0.0502990714236148,0.9560716947168554,,N
P1,0.4364525001989907,0.0,-0.2969302114465384,0.721210675330016,,N
P1,0.4388679423550205,0.0,0.5534261242468592,0.5777528319833305,,N
P1,0.4419431342067582,0.0,0.700710066731201,0.6189324702475457,,N
P1,0.4397974208609772,0.0,-0.4855179727211727,0.4815209689645175,,N
P1,0.4400645063240601,0.0,0.0607292017675084,0.2824126117490262,,N
P1,0.439573910776076,0.0,-0.1114826442337228,0.128319532543349,,N
P1,0.4421838446591334,0.0,0.5937417619825359,0.1594571096820728,,N
P1,0.4416447081971867,0.0,-0.1219258614846734,0.2551016640266357,,N
P1,0.444339681937396,0.0,0.6102130717721661,0.3662949542661629,,N
P1,0.4485007969042532,0.0,0.9364716085482312,0.5770644547638968,,N
P1,0.4381641354121791,0.0,-2.30471418633417,1.4102967461936884,,N
P1,0.4388661800267369,0.0,0.1602241164483833,1.418211674768339,,N
P1,0.4460720920906264,0.0,1.6419383383450694,0.787941471396941,,N
P1,0.4224725060536046,0.0,-5.2905318345329615,3.973207328469345,,N
P1,0.419481253521916,0.0,-0.7080348398598743,3.3263947891404007,,N
P1,0.4452000366356552,0.0,6.131092366537786,2.422802510779888,,N
P1,0.4332775474839698,0.0,-2.6780072260961205,1.693147521686783,,N
P1,0.4301575150375117,0.0,-0.7201001908767187,1.8809345934029795,,N
P1,0.4144375208543785,0.0,-3.654473915621893,1.7491887184063508,,N
P1,0.4383543406933873,0.0,5.770910845548772,2.397379593875244,,N
P1,0.4424492984132085,0.0,0.934166116239152,2.412066976718162,,N
P1,0.4370508319386623,0.0,-1.2201322262024554,2.334658772252088,,N
P1,0.4400765514204421,0.0,0.6923037918400448,1.2277791749931029,,N
P1,0.4279635458454243,0.0,-2.752476935187849,1.870468073735453,,N
P1,0.4370694490797244,0.0,2.1277287102366893,0.8540414552500173,,N
P1,0.4438513671432805,0.0,1.5516797336981314,1.1924431099016384,,N
P1,0.4445060756599785,0.0,0.1475062521293571,1.4094527587077603,,N
P1,0.4308999794693733,0.0,-3.060947180621461,1.5507743622848007,,N
P1,0.4376545218172966,0.0,1.5675429727894343,0.993176073952556,,N
P1,0.4445410074942326,0.0,1.57349812092444,1.0035124128975763,,N
P1,0.4378237298080609,0.0,-1.5110591763030523,1.138080196703222,,N
P1,0.4426201417440872,0.0,1.095512099841864,0.6047141204078448,,N
P1,0.4411305407144622,0.0,-0.3365416277161262,0.1592338941241502,,N
P1,0.4391062170001274,0.0,-0.4588944830381002,0.7144480052394966,,N
P1,0.4375134458182561,0.0,-0.3627302734980011,0.4230631821380916,,N
P1,0.4493210274854194,0.0,2.6987928668295664,0.5384605150234663,,N
P1,0.436469260420479,0.0,-2.860263882343565,0.9004482691114288,,N
P1,0.4255372450262553,0.0,-2.5046472651229115,4.115647556300682,,N
P1,0.3554682365858962,0.0,-16.46601073333449,11.031792089876308,,N
P1,0.3982107930104291,0.0,12.024296976589223,7.752898517454962,,N
P1,0.4059023091835368,0.0,1.931518760443608,6.96928958402188,,N
P1,0.4281940855307614,0.0,5.491906757580145,4.38480000389575,,N
P1,0.4178591550078085,0.0,-2.413608891898253,5.25234652514319,,N
P1,0.4366670488484433,0.0,4.501012749208125,2.485598872516981,,N
P1,0.4120821491695806,0.0,-5.630124769821025,0.8643252951754339,,N
P1,0.3668834630691219,0.0,-10.96836788284621,7.369246137880474,,N
P1,0.42739152661894,0.0,16.492447777189163,4.6183818357946125,,N
P1,0.4191868801872926,0.0,-1.9197026428094188,4.523797534207763,,N
P1,0.4241113949213747,0.0,1.1747778775618622,4.251735259799786,,N
P1,0.427439888675705,0.0,0.7848159219931632,3.377466699811925,,N
P1,0.4306242153771616,0.0,0.744976495133005,0.9790032208511872,,N
P1,0.4277594104774921,0.0,-0.665267952281868,0.7891039750275088,,N
P1,0.4190288914841437,0.0,-2.040988176882636,0.9258477249241815,,N
P1,0.426825518402377,0.0,1.8606418499256108,0.907276455433758,,N
P1,0.4360980244624747,0.0,2.172434791341665,1.2837800380117037,,N
P1,0.4282538841597437,0.0,-1.7987103501327424,1.3058558783867982,,N
P1,0.4338174559618319,0.0,1.299129326755361,0.8326299308587282,,N
P1,0.4216723289956381,0.0,-2.7995938843139343,0.8544068262853288,,N
P1,0.428933830619875,0.0,1.7220721220983892,0.7522506305215734,,N
P1,0.4420358335679648,0.0,3.05455107822932,1.7915459074582196,,N
P1,0.42710056319122,0.0,-3.378746527446048,1.2731864503304602,,N
P1,0.3843049127464038,0.0,-10.020040742876716,6.150100777787658,,N
P1,0.4243885473673758,0.0,10.430164510392958,4.3229094652903175,,N
P1,0.4279799374091568,0.0,0.8462504617665895,4.093966149255295,,N
P1,0.4355419531576089,0.0,1.7669089336827215,3.7785140455925306,,N
P1,0.3977064732728888,0.0,-8.686988615084942,2.7026757971621573,,N
P1,0.4373267801661623,0.0,9.962198142570282,2.465423701764724,,N
P1,0.4459170386057807,0.0,1.9642653569842088,3.5237554543309604,,N
P1,0.3839207851707953,0.0,-13.90309139763418,5.474663936318311,,N
P1,0.4248352912553629,0.0,10.657017714309436,3.048143871437268,,N
P1,0.4139613327277695,0.0,-2.5595704385719644,4.952467468207658,,N
P1,0.4453710777986124,0.0,7.587603620819025,3.202190858005561,,N
P1,0.4394530517812781,0.0,-1.328785435863077,3.870741029705755,,N
P1,0.4087387280535924,0.0,-6.98921616386284,4.076505054537768,,N
P1,0.4250493385235055,0.0,3.9904734615151183,2.365359186566009,,N
P1,0.4311917609970065,0.0,1.445108112587103,3.261778841200609,,N
P1,0.4382293421306225,0.0,1.632123284856753,2.0672044831274685,,N
P1,0.4310781551338628,0.0,-1.631836645622925,1.7576606780885429,,N
P1,0.4294976630807493,0.0,-0.3666370086933903,0.9542177105080932,,N
P1,0.4454064278511364,0.0,3.704039890758629,1.3630521968630955,,N
P1,0.4320983918950892,0.0,-2.987841019774177,1.2898854568879452,,N
P1,0.443493474920246,0.0,2.637150065562717,0.6645399201273807,,N
P1,0.4394531108686065,0.0,-0.9110312282195646,0.7726455775742387,,N
P1,0.4337341133443059,0.0,-1.3013897007115491,2.4429324543900512,,N
P1,0.4310601269080863,0.0,-0.6165036030027269,1.00907840245772,,N
P1,0.4228946379039812,0.0,-1.8942807498050576,1.88744707159265,,N
P1,0.4422949369256231,0.0,4.5875017753350615,1.5704420210732002,,N
P1,0.4443060358332767,0.0,0.4546963439447638,1.998321768024671,,N
P1,0.4154142260111638,0.0,-6.502682271224964,3.524236844610418,,N
P1,0.4410875362242683,0.0,6.180171165446434,1.9673586097624696,,N
P1,0.44396143870334,0.0,0.6515492375215399,2.016656445931675,,N
P1,0.4154407647937187,0.0,-6.424133139337615,3.996826789590027,,N
P1,0.4284633250715634,0.0,3.1346370846180256,1.699685320469971,,N
P1,0.4441497563513318,0.0,3.661090777640884,2.3457184435079204,,N
P1,0.4375347855043867,0.0,-1.4893559553621687,1.8292250519651687,,N
P1,0.4191518704442012,0.0,-4.201475098487034,2.189522803072701,,N
P1,0.4333213138424372,0.0,3.3805034397722498,1.779792284503939,,N
P1,0.4443196702268784,0.0,2.538152644030885,1.961759126232622,,N
P1,0.4391576455425894,0.0,-1.1617817148750516,1.8975588545663904,,N
P1,0.4377264189670421,0.0,-0.325902688948742,1.3086104202101636,,N
P1,0.4360429063527437,0.0,-0.3846038396017274,0.4488310371583171,,N
P1,0.3575162277327318,0.0,-18.00893386314752,11.58276578964614,,N
P1,0.4320457371443231,0.0,20.84646895169951,6.048355178460362,,N
P1,0.4330136893220283,0.0,0.2240392843829617,5.614822104239193,,N
P1,0.4277375436268821,0.0,-1.2184708763843275,5.230610038265119,,N
P1,0.433697369954196,0.0,1.3933372031782054,3.0527001513318326,,N
